Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-42-46-PM,-0.2,0.84,-0.2,1.084,-0.2,1.34,0.0,0.8,-0.5,0.796,0.0,1.02,-0.3,0.792,0.0,1.0
08-28-2025-Thu 19-42-48-PM,
08-28-2025-Thu 19-42-51-PM,-0.2,0.84,-0.1,1.084,0.0,1.34,-0.2,0.8,-0.3,0.796,-0.2,1.016,-0.1,0.792,0.0,0.996
08-28-2025-Thu 19-42-54-PM,
08-28-2025-Thu 19-42-56-PM,-0.2,0.836,0.0,1.08,-0.3,1.336,-0.4,0.804,-0.3,0.796,0.1,1.012,-0.4,0.792,0.0,0.992
08-28-2025-Thu 19-42-58-PM,-0.4,0.836,-0.3,1.076,0.1,1.336,-0.4,0.8,-0.4,0.792,0.1,1.008,-0.2,0.792,-0.2,0.992
08-28-2025-Thu 19-43-01-PM,0.0,0.836,-0.2,1.076,0.1,1.336,-0.3,0.8,-0.4,0.792,-0.1,1.008,-0.1,0.792,-0.2,0.988
08-28-2025-Thu 19-43-03-PM,-0.1,0.836,-0.3,1.072,-0.2,1.336,-0.4,0.804,-0.2,0.792,-0.2,1.008,-0.2,0.792,0.1,0.984
08-28-2025-Thu 19-43-05-PM,-0.1,0.832,-0.2,1.072,-0.5,1.332,-0.4,0.8,-0.2,0.796,0.0,1.008,-0.1,0.792,-0.2,0.98
08-28-2025-Thu 19-43-08-PM,-0.1,0.832,0.0,1.072,-0.1,1.332,-0.1,0.8,-0.2,0.796,0.0,1.004,-0.3,0.788,-0.1,0.98
08-28-2025-Thu 19-43-10-PM,-0.3,0.832,0.1,1.068,-0.3,1.328,0.0,0.8,-0.4,0.792,-0.2,1.004,-0.3,0.792,-0.2,0.98
08-28-2025-Thu 19-43-13-PM,-0.1,0.832,-0.1,1.072,-0.1,1.328,-0.3,0.8,-0.2,0.792,-0.2,1.004,-0.2,0.792,-0.2,0.976
08-28-2025-Thu 19-43-15-PM,-0.2,0.832,-0.5,1.064,-0.2,1.328,-0.4,0.8,-0.3,0.796,-0.2,1.0,-0.2,0.792,0.1,0.976
08-28-2025-Thu 19-43-17-PM,0.0,0.828,-0.2,1.064,0.2,1.324,-0.3,0.8,-0.3,0.792,-0.1,1.0,-0.2,0.792,-0.4,0.976
08-28-2025-Thu 19-43-20-PM,-0.1,0.828,-0.1,1.064,0.2,1.328,-0.1,0.8,-0.4,0.792,0.1,1.0,-0.2,0.796,-0.2,0.972
08-28-2025-Thu 19-43-22-PM,0.1,0.828,-0.2,1.064,-0.3,1.324,-0.1,0.804,-0.2,0.792,0.0,0.996,-0.1,0.792,-0.1,0.968
08-28-2025-Thu 19-43-24-PM,-0.3,0.828,-0.2,1.06,-0.1,1.324,0.0,0.8,0.0,0.792,0.0,0.996,-0.5,0.788,-0.1,0.968
08-28-2025-Thu 19-43-27-PM,-0.1,0.828,-0.1,1.06,-0.3,1.324,-0.1,0.804,-0.4,0.796,-0.4,0.996,-0.2,0.792,-0.3,0.964
08-28-2025-Thu 19-43-31-PM,Power On
08-28-2025-Thu 19-43-34-PM,62.9,5.712,51.9,5.72,56.0,5.72,58.8,5.748,72.0,5.684,57.8,5.736,61.2,5.684,61.7,5.684
08-28-2025-Thu 19-43-36-PM,62.4,5.712,51.5,5.724,55.8,5.724,58.6,5.748,71.8,5.688,57.4,5.732,60.6,5.684,61.1,5.688
08-28-2025-Thu 19-43-39-PM,62.1,5.716,51.2,5.724,55.3,5.724,58.2,5.748,71.8,5.688,57.0,5.732,59.8,5.684,60.5,5.684
08-28-2025-Thu 19-43-41-PM,Power Off
08-28-2025-Thu 19-43-43-PM,0.0,1.792,-0.2,1.868,-0.3,1.976,-0.1,1.796,0.0,1.72,-0.2,1.7,0.0,1.688,-0.2,1.796
08-28-2025-Thu 19-43-46-PM,0.0,1.664,-0.2,1.732,-0.2,1.856,-0.3,1.636,0.0,1.552,0.1,1.572,-0.2,1.532,-0.1,1.696
