Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-25-26-PM,0.0,0.872,-0.2,0.98,-0.5,1.4,0.0,0.8,-0.4,0.804,0.0,1.128,-0.3,0.792,0.1,1.032
08-28-2025-Thu 19-25-29-PM,-0.1,0.872,-0.2,0.976,0.1,1.4,-0.3,0.8,0.0,0.804,0.1,1.128,-0.1,0.792,-0.1,1.028
08-28-2025-Thu 19-25-31-PM,-0.1,0.868,-0.1,0.972,-0.1,1.4,-0.4,0.8,-0.8,0.8,-0.2,1.128,-0.2,0.788,-0.1,1.028
08-28-2025-Thu 19-25-33-PM,-0.1,0.864,0.0,0.972,-0.1,1.4,-0.2,0.796,-0.3,0.8,-0.2,1.124,-0.2,0.788,-0.2,1.02
08-28-2025-Thu 19-25-36-PM,-0.2,0.864,0.3,0.972,-0.1,1.396,-0.2,0.8,-0.4,0.804,-0.1,1.12,-0.1,0.796,-0.1,1.016
08-28-2025-Thu 19-25-38-PM,-0.3,0.864,-0.1,0.972,-0.1,1.396,-0.2,0.8,-0.3,0.8,-0.2,1.12,-0.4,0.792,-0.3,1.016
08-28-2025-Thu 19-25-41-PM,-0.2,0.864,-0.2,0.964,-0.3,1.392,-0.3,0.8,-0.4,0.8,-0.1,1.12,-0.7,0.792,-0.2,1.012
08-28-2025-Thu 19-25-43-PM,0.0,0.86,-0.1,0.964,-0.2,1.396,-0.4,0.8,-0.3,0.8,0.0,1.116,-0.4,0.792,-0.3,1.008
08-28-2025-Thu 19-25-45-PM,-0.2,0.86,-0.3,0.964,-0.2,1.392,-0.3,0.8,-0.4,0.8,0.0,1.116,-0.3,0.792,0.0,1.004
08-28-2025-Thu 19-25-48-PM,-0.4,0.86,-0.3,0.964,-0.2,1.392,-0.4,0.804,-0.3,0.8,0.0,1.112,-0.3,0.792,0.1,1.008
08-28-2025-Thu 19-25-50-PM,0.1,0.856,-0.1,0.96,-0.1,1.388,-0.4,0.8,-0.3,0.796,-0.2,1.108,-0.3,0.792,-0.1,1.0
08-28-2025-Thu 19-25-52-PM,-0.4,0.856,0.1,0.96,-0.1,1.388,-0.4,0.8,-0.4,0.8,0.0,1.108,-0.2,0.792,-0.2,1.0
08-28-2025-Thu 19-25-55-PM,0.0,0.856,0.0,0.96,-0.1,1.388,-0.4,0.8,-0.5,0.8,-0.2,1.108,-0.4,0.796,0.1,0.996
08-28-2025-Thu 19-25-57-PM,-0.2,0.856,-0.1,0.956,0.0,1.388,-0.3,0.8,-0.2,0.796,-0.1,1.104,-0.1,0.792,-0.1,0.992
08-28-2025-Thu 19-26-00-PM,-0.1,0.852,0.1,0.956,-0.1,1.388,-0.3,0.8,-0.3,0.796,-0.2,1.104,-0.2,0.792,0.2,0.988
08-28-2025-Thu 19-26-04-PM,Power On
08-28-2025-Thu 19-26-07-PM,81.0,5.652,66.4,5.664,71.3,5.66,75.3,5.696,92.4,5.62,77.2,5.68,77.2,5.616,79.6,5.616
08-28-2025-Thu 19-26-09-PM,80.6,5.652,65.5,5.668,70.9,5.664,75.0,5.7,92.1,5.624,77.0,5.68,76.4,5.62,78.8,5.62
08-28-2025-Thu 19-26-12-PM,Power Off
08-28-2025-Thu 19-26-14-PM,-0.1,1.716,-0.3,1.736,-0.4,1.904,-0.3,1.672,-0.4,1.588,-0.6,1.68,-0.3,1.584,-0.1,1.732
08-28-2025-Thu 19-26-17-PM,0.0,1.604,-0.2,1.596,-0.1,1.808,-0.1,1.512,-0.3,1.444,-0.2,1.576,0.0,1.436,-0.2,1.648
08-28-2025-Thu 19-26-19-PM,0.1,1.52,0.1,1.492,-0.4,1.744,0.1,1.432,-0.2,1.372,-0.2,1.516,0.0,1.364,0.0,1.592
08-28-2025-Thu 19-26-21-PM,0.1,1.468,0.0,1.44,-0.1,1.7,-0.4,1.364,-0.2,1.316,-0.2,1.472,-0.1,1.296,0.0,1.552
08-28-2025-Thu 19-26-24-PM,0.1,1.432,0.1,1.4,0.0,1.672,-0.3,1.292,-0.4,1.268,-0.2,1.44,-0.1,1.224,-0.2,1.524
08-28-2025-Thu 19-26-26-PM,0.1,1.412,-0.1,1.368,-0.1,1.644,-0.1,1.228,-0.4,1.224,-0.6,1.42,-0.1,1.164,-0.3,1.5
08-28-2025-Thu 19-26-29-PM,0.0,1.392,0.1,1.344,-0.3,1.624,-0.3,1.172,-0.2,1.188,-0.1,1.396,-0.2,1.124,-0.2,1.476
08-28-2025-Thu 19-26-31-PM,0.0,1.376,-0.1,1.316,0.0,1.608,-0.4,1.136,-0.1,1.152,-0.1,1.38,-0.1,1.088,-0.1,1.46
08-28-2025-Thu 19-26-33-PM,-0.2,1.356,0.1,1.288,-0.5,1.592,-0.3,1.1,-0.3,1.136,-0.1,1.368,-0.1,1.06,-0.1,1.444
08-28-2025-Thu 19-26-36-PM,0.2,1.336,0.2,1.26,-0.2,1.584,-0.4,1.056,-0.2,1.116,-0.4,1.352,0.0,1.032,-0.2,1.424
08-28-2025-Thu 19-26-38-PM,-0.2,1.316,0.0,1.24,-0.3,1.572,-0.3,1.028,0.1,1.104,-0.1,1.344,-0.2,1.008,0.0,1.416
08-28-2025-Thu 19-26-41-PM,0.0,1.296,-0.1,1.228,-0.1,1.56,-0.3,1.004,-0.2,1.088,-0.3,1.332,0.0,0.988,-0.1,1.4
08-28-2025-Thu 19-26-43-PM,0.0,1.276,0.0,1.212,-0.4,1.552,-0.4,0.98,-0.3,1.072,-0.2,1.324,-0.1,0.972,0.1,1.388
08-28-2025-Thu 19-26-46-PM,-0.3,1.252,-0.3,1.196,-0.1,1.544,-0.2,0.956,-0.1,1.052,-0.2,1.312,0.0,0.952,0.0,1.38
08-28-2025-Thu 19-26-48-PM,-0.1,1.232,0.2,1.188,-0.3,1.54,-0.2,0.943999,-0.3,1.036,-0.1,1.308,-0.2,0.94,0.1,1.364
08-28-2025-Thu 19-26-50-PM,0.1,1.208,0.1,1.184,-0.1,1.532,-0.4,0.928,-0.2,1.02,0.1,1.296,0.0,0.924,-0.1,1.356
08-28-2025-Thu 19-26-53-PM,0.1,1.184,-0.1,1.176,-0.2,1.528,-0.2,0.912,-0.3,1.004,0.1,1.288,0.1,0.912,0.0,1.348
08-28-2025-Thu 19-26-55-PM,0.0,1.168,-0.1,1.176,-0.2,1.524,-0.1,0.904,-0.5,0.988,0.1,1.284,-0.3,0.9,-0.1,1.336
08-28-2025-Thu 19-26-57-PM,0.1,1.152,-0.1,1.172,-0.4,1.516,-0.4,0.888,-0.4,0.976,-0.1,1.276,-0.1,0.892,0.0,1.328
08-28-2025-Thu 19-27-00-PM,0.1,1.14,-0.3,1.168,-0.4,1.512,-0.3,0.88,-0.4,0.964,-0.1,1.272,-0.2,0.88,-0.3,1.32
08-28-2025-Thu 19-27-02-PM,0.0,1.128,-0.1,1.168,-0.3,1.508,-0.3,0.872,-0.2,0.956,-0.1,1.264,0.0,0.872,-0.1,1.308
08-28-2025-Thu 19-27-04-PM,-0.3,1.12,-0.1,1.164,-0.3,1.504,-0.1,0.864,-0.3,0.943999,-0.1,1.256,-0.2,0.864,-0.1,1.3
08-28-2025-Thu 19-27-07-PM,-0.2,1.112,-0.1,1.16,-0.3,1.5,-0.2,0.852,-0.2,0.936,-0.4,1.252,0.0,0.856,0.0,1.288
08-28-2025-Thu 19-27-09-PM,0.0,1.1,-0.5,1.16,0.0,1.496,0.0,0.844,-0.2,0.928,-0.2,1.248,-0.1,0.852,0.1,1.28
08-28-2025-Thu 19-27-12-PM,-0.2,1.096,0.0,1.156,0.0,1.492,-0.3,0.84,0.0,0.916,0.0,1.24,-0.2,0.844,-0.2,1.272
08-28-2025-Thu 19-27-14-PM,0.0,1.088,0.2,1.156,-0.1,1.488,-0.1,0.836,-0.2,0.912,-0.2,1.236,-0.2,0.836,0.1,1.268
08-28-2025-Thu 19-27-16-PM,-0.1,1.08,-0.1,1.156,-0.2,1.488,-0.4,0.828,-0.5,0.908,-0.2,1.232,0.0,0.832,0.1,1.26
08-28-2025-Thu 19-27-19-PM,-0.2,1.072,-0.1,1.152,-0.2,1.48,-0.4,0.828,-0.3,0.9,0.1,1.228,-0.2,0.824,0.1,1.256
08-28-2025-Thu 19-27-21-PM,0.0,1.06,-0.1,1.152,0.1,1.48,-0.3,0.82,-0.5,0.896,0.0,1.224,0.2,0.82,0.2,1.244
08-28-2025-Thu 19-27-23-PM,0.0,1.056,-0.1,1.148,-0.1,1.476,-0.5,0.812,-0.2,0.888,0.0,1.216,-0.2,0.816,-0.1,1.24
08-28-2025-Thu 19-27-26-PM,-0.1,1.044,-0.1,1.148,0.1,1.472,0.0,0.812,-0.2,0.884,-0.1,1.212,0.0,0.812,-0.1,1.232
08-28-2025-Thu 19-27-28-PM,0.1,1.032,-0.2,1.144,-0.1,1.472,-0.4,0.808,-0.4,0.88,-0.1,1.208,-0.1,0.808,-0.2,1.224
08-28-2025-Thu 19-27-31-PM,0.0,1.024,0.0,1.14,-0.1,1.468,-0.4,0.808,-0.3,0.876,-0.2,1.2,-0.3,0.804,-0.1,1.22
08-28-2025-Thu 19-27-33-PM,0.2,1.016,0.0,1.14,-0.3,1.464,-0.3,0.808,-0.3,0.872,-0.4,1.2,0.0,0.804,-0.1,1.212
08-28-2025-Thu 19-27-35-PM,-0.2,1.008,0.0,1.14,-0.4,1.46,-0.3,0.804,-0.2,0.868,-0.4,1.192,0.0,0.8,0.1,1.208
08-28-2025-Thu 19-27-38-PM,-0.1,1.004,0.2,1.14,-0.3,1.46,-0.4,0.804,-0.3,0.868,0.0,1.188,-0.2,0.8,-0.1,1.204
08-28-2025-Thu 19-27-40-PM,-0.1,0.992,0.1,1.136,-0.4,1.46,-0.2,0.804,-0.4,0.86,-0.5,1.184,-0.3,0.796,-0.3,1.2
