Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-16-32-PM,94.1,5.66,76.1,5.672,82.4,5.672,87.9,5.708,107.6,5.628,93.3,5.688,86.4,5.62,88.2,5.624
08-28-2025-Thu 19-16-34-PM,94.5,5.664,76.3,5.672,82.3,5.672,88.0,5.708,107.6,5.624,93.1,5.688,86.4,5.62,88.1,5.624
08-28-2025-Thu 19-16-37-PM,93.8,5.66,75.9,5.672,82.3,5.672,88.2,5.708,107.4,5.624,93.0,5.688,86.4,5.624,88.1,5.62
08-28-2025-Thu 19-16-39-PM,93.8,5.66,76.1,5.672,82.3,5.672,87.9,5.712,107.5,5.624,93.0,5.688,86.6,5.62,88.2,5.624
08-28-2025-Thu 19-16-42-PM,93.7,5.664,76.1,5.672,82.2,5.672,87.9,5.712,107.4,5.624,93.0,5.684,86.2,5.624,88.1,5.62
08-28-2025-Thu 19-16-44-PM,93.4,5.66,75.8,5.676,82.0,5.672,88.0,5.712,107.1,5.624,93.3,5.688,86.2,5.62,88.2,5.624
08-28-2025-Thu 19-16-47-PM,
08-28-2025-Thu 19-16-49-PM,0.3,2.084,-0.4,2.084,-0.2,2.164,-0.3,1.952,-0.2,2.064,-0.4,2.044,-0.1,1.856,0.0,1.964
08-28-2025-Thu 19-16-52-PM,-0.2,2.008,0.1,2.004,-0.2,2.092,0.0,1.868,-0.1,1.988,0.0,1.968,0.0,1.768,-0.2,1.9
08-28-2025-Thu 19-16-54-PM,Power On
08-28-2025-Thu 19-16-56-PM,94.0,5.664,76.3,5.672,82.7,5.668,88.4,5.708,108.2,5.628,93.2,5.688,86.9,5.62,89.1,5.62
08-28-2025-Thu 19-16-59-PM,93.7,5.664,75.7,5.672,82.4,5.672,88.1,5.708,107.4,5.624,92.8,5.688,86.3,5.62,88.4,5.624
08-28-2025-Thu 19-17-01-PM,Power Off
08-28-2025-Thu 19-17-03-PM,0.1,2.048,0.0,2.056,-0.4,2.144,-0.3,1.908,-0.1,2.016,-0.1,2.008,-0.1,1.808,-0.1,1.932
08-28-2025-Thu 19-17-06-PM,
08-28-2025-Thu 19-17-09-PM,0.1,1.912,0.1,1.912,-0.4,2.02,-0.3,1.764,-0.4,1.884,-0.2,1.892,-0.1,1.644,-0.1,1.84
08-28-2025-Thu 19-17-11-PM,0.1,1.888,-0.1,1.868,-0.3,1.988,-0.4,1.724,-0.3,1.848,0.0,1.864,-0.1,1.588,-0.1,1.82
08-28-2025-Thu 19-17-13-PM,0.1,1.86,-0.1,1.832,-0.1,1.964,-0.3,1.688,-0.2,1.824,-0.2,1.844,-0.3,1.536,0.0,1.796
