Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-45-09-PM,0.1,1.06,-0.2,1.164,-0.2,1.448,0.0,0.84,-0.5,0.884,0.1,1.14,-0.3,0.868,0.0,1.256
08-28-2025-Thu 19-45-11-PM,0.1,1.052,-0.2,1.164,-0.1,1.444,-0.2,0.836,-0.3,0.88,-0.1,1.136,0.0,0.864,-0.1,1.252
08-28-2025-Thu 19-45-13-PM,0.1,1.044,-0.3,1.164,-0.2,1.444,-0.3,0.832,-0.4,0.876,0.1,1.136,0.0,0.856,-0.1,1.248
08-28-2025-Thu 19-45-16-PM,-0.4,1.036,0.0,1.16,0.0,1.44,-0.2,0.824,-0.3,0.872,0.0,1.132,0.0,0.852,-0.1,1.244
08-28-2025-Thu 19-45-19-PM,0.1,1.028,0.2,1.156,-0.3,1.436,0.1,0.824,-0.2,0.868,-0.2,1.128,-0.2,0.848,0.0,1.24
08-28-2025-Thu 19-45-21-PM,-0.4,1.02,-0.1,1.156,-0.1,1.436,-0.4,0.82,-0.1,0.868,0.2,1.12,-0.2,0.844,-0.1,1.236
08-28-2025-Thu 19-45-24-PM,-0.2,1.012,0.1,1.156,-0.2,1.432,-0.3,0.812,-0.3,0.864,-0.1,1.116,-0.2,0.836,-0.1,1.232
08-28-2025-Thu 19-45-26-PM,0.2,1.004,0.0,1.152,-0.3,1.432,0.0,0.812,-0.1,0.864,0.0,1.116,-0.4,0.832,-0.1,1.224
08-28-2025-Thu 19-45-28-PM,0.0,0.996,0.0,1.152,-0.4,1.428,0.0,0.808,-0.4,0.86,-0.2,1.108,-0.2,0.832,-0.1,1.224
08-28-2025-Thu 19-45-31-PM,-0.2,0.992,0.0,1.152,-0.2,1.428,-0.1,0.804,-0.2,0.86,-0.1,1.108,-0.2,0.828,-0.3,1.22
08-28-2025-Thu 19-45-33-PM,-0.2,0.984,0.0,1.148,0.0,1.424,-0.2,0.808,-0.2,0.852,-0.3,1.108,-0.3,0.82,0.1,1.216
08-28-2025-Thu 19-45-36-PM,-0.1,0.976,-0.1,1.148,-0.2,1.424,-0.3,0.804,-0.1,0.852,0.0,1.1,-0.2,0.816,-0.2,1.212
08-28-2025-Thu 19-45-38-PM,-0.2,0.972,-0.1,1.144,-0.3,1.416,-0.3,0.8,-0.3,0.852,-0.2,1.096,-0.5,0.816,0.2,1.208
