Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-45-43-PM,
08-28-2025-Thu 19-45-46-PM,
08-28-2025-Thu 19-45-48-PM,-0.1,0.952,0.1,1.144,-0.5,1.412,-0.5,0.804,-0.4,0.84,0.1,1.084,-0.4,0.808,0.1,1.192
08-28-2025-Thu 19-45-51-PM,-0.2,0.943999,0.1,1.14,-0.1,1.408,0.0,0.804,-0.3,0.84,-0.1,1.084,-0.3,0.804,-0.3,1.188
08-28-2025-Thu 19-45-53-PM,
08-28-2025-Thu 19-45-56-PM,0.0,0.936,-0.2,1.136,-0.2,1.408,0.1,0.8,-0.3,0.836,0.0,1.076,-0.2,0.8,-0.1,1.18
08-28-2025-Thu 19-45-58-PM,0.2,0.932,-0.2,1.136,-0.5,1.404,-0.4,0.8,-0.3,0.832,0.0,1.076,0.0,0.796,0.3,1.176
08-28-2025-Thu 19-46-00-PM,-0.3,0.932,-0.2,1.136,0.0,1.4,-0.5,0.8,-0.3,0.832,-0.1,1.072,-0.3,0.8,0.0,1.172
08-28-2025-Thu 19-46-03-PM,0.2,0.928,-0.2,1.136,-0.3,1.4,-0.2,0.8,-0.5,0.836,0.0,1.072,-0.3,0.8,0.0,1.168
08-28-2025-Thu 19-46-05-PM,-0.1,0.92,-0.3,1.132,-0.3,1.396,-0.3,0.8,-0.5,0.828,0.1,1.068,-0.1,0.796,-0.1,1.164
08-28-2025-Thu 19-46-07-PM,0.1,0.92,-0.2,1.136,0.1,1.392,-0.3,0.8,-0.4,0.828,-0.2,1.068,-0.3,0.796,0.0,1.16
08-28-2025-Thu 19-46-10-PM,-0.3,0.916,-0.2,1.136,-0.1,1.392,-0.1,0.804,-0.2,0.828,-0.1,1.06,-0.3,0.796,-0.3,1.156
08-28-2025-Thu 19-46-13-PM,-0.3,0.916,-0.2,1.132,-0.3,1.392,-0.3,0.8,-0.3,0.828,-0.4,1.06,-0.2,0.796,-0.2,1.152
08-28-2025-Thu 19-46-15-PM,0.0,0.912,-0.3,1.132,-0.3,1.392,-0.3,0.8,-0.2,0.824,0.0,1.06,-0.1,0.796,-0.3,1.152
08-28-2025-Thu 19-46-17-PM,0.1,0.908,0.1,1.132,-0.3,1.388,-0.2,0.8,-0.4,0.824,-0.1,1.056,-0.1,0.792,-0.3,1.148
08-28-2025-Thu 19-46-22-PM,Power On
08-28-2025-Thu 19-46-24-PM,59.6,5.736,48.9,5.748,53.4,5.744,55.9,5.768,69.0,5.712,55.2,5.76,57.7,5.708,56.5,5.712
08-28-2025-Thu 19-46-27-PM,59.2,5.74,48.8,5.748,53.1,5.744,55.8,5.772,68.6,5.712,55.4,5.76,57.1,5.712,55.4,5.716
08-28-2025-Thu 19-46-29-PM,59.3,5.74,48.7,5.748,52.8,5.748,55.5,5.772,68.5,5.712,55.9,5.756,56.2,5.712,55.0,5.716
08-28-2025-Thu 19-46-32-PM,59.1,5.74,48.5,5.748,52.5,5.748,55.9,5.772,68.2,5.716,55.8,5.76,56.3,5.716,54.5,5.716
08-28-2025-Thu 19-46-34-PM,58.8,5.74,48.7,5.748,52.5,5.748,55.3,5.772,68.1,5.716,55.6,5.76,55.4,5.712,53.8,5.716
08-28-2025-Thu 19-46-36-PM,Power Off
08-28-2025-Thu 19-46-39-PM,0.1,1.852,0.1,1.932,-0.2,2.048,-0.1,1.848,-0.2,1.8,0.0,1.776,-0.2,1.764,-0.2,1.876
