Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-27-57-PM,-0.1,0.952,-0.1,1.128,0.0,1.44,-0.3,0.8,-0.4,0.844,0.1,1.16,-0.1,0.792,-0.2,1.156
08-28-2025-Thu 19-27-59-PM,0.0,0.948,0.0,1.124,0.0,1.44,-0.1,0.8,-0.2,0.844,0.1,1.156,-0.1,0.792,-0.3,1.156
08-28-2025-Thu 19-28-02-PM,-0.2,0.943999,-0.1,1.124,-0.1,1.436,-0.3,0.804,-0.5,0.84,0.0,1.156,-0.2,0.792,-0.3,1.148
08-28-2025-Thu 19-28-04-PM,-0.3,0.936,-0.1,1.124,-0.3,1.432,-0.1,0.8,-0.4,0.836,0.0,1.152,-0.1,0.792,0.0,1.144
08-28-2025-Thu 19-28-06-PM,-0.2,0.932,-0.2,1.124,-0.3,1.436,-0.3,0.8,-0.2,0.84,-0.2,1.148,-0.2,0.792,-0.1,1.144
08-28-2025-Thu 19-28-09-PM,0.0,0.928,-0.1,1.116,-0.2,1.432,-0.2,0.8,-0.4,0.836,-0.2,1.148,-0.3,0.792,-0.1,1.132
08-28-2025-Thu 19-28-11-PM,
08-28-2025-Thu 19-28-14-PM,-0.1,0.924,-0.5,1.116,-0.2,1.428,-0.1,0.8,0.0,0.832,0.0,1.14,-0.4,0.788,-0.3,1.124
08-28-2025-Thu 19-28-16-PM,0.0,0.916,0.1,1.116,-0.4,1.424,-0.1,0.796,-0.3,0.828,-0.1,1.14,0.0,0.792,-0.2,1.124
08-28-2025-Thu 19-28-19-PM,-0.1,0.916,-0.2,1.112,-0.5,1.424,-0.2,0.8,-0.1,0.828,0.1,1.136,-0.2,0.792,0.0,1.116
08-28-2025-Thu 19-28-21-PM,-0.1,0.908,-0.1,1.112,-0.2,1.424,-0.2,0.8,-0.3,0.828,0.0,1.132,-0.2,0.792,-0.3,1.112
